3604148,200,4.8001,21.701,1.7173,Nozzle Nichrome Heater-1
3364919,200,4.8953,21.701,1.7173,Nozzle Nichrome Heater-1
3364918,200,4.7054,21.71,1.7173,Nozzle Nichrome Heater-1
3604134,200,4.99,21.71,1.7173,Nozzle Nichrome Heater-1
3604157,200,4.6119,21.728,1.7173,Nozzle Nichrome Heater-1
3364920,200,5.0835,21.728,1.7173,Nozzle Nichrome Heater-1
3364917,200,4.5206,21.754,1.7173,Nozzle Nichrome Heater-1
3604122,200,5.1748,21.754,1.7173,Nozzle Nichrome Heater-1
3604166,200,4.4323,21.79,1.7173,Nozzle Nichrome Heater-1
3364921,200,5.2631,21.79,1.7173,Nozzle Nichrome Heater-1
3364916,200,4.3477,21.833,1.7173,Nozzle Nichrome Heater-1
3604110,200,5.3477,21.833,1.7173,Nozzle Nichrome Heater-1
3604165,200,4.2676,21.885,1.7173,Nozzle Nichrome Heater-1
3364922,200,5.4278,21.885,1.7173,Nozzle Nichrome Heater-1
3364975,200,4.1928,21.944,1.7173,Nozzle Nichrome Heater-1
3604100,200,5.5026,21.944,1.7173,Nozzle Nichrome Heater-1
3603670,200,4.124,22.009,1.7173,Nozzle Nichrome Heater-1
3364923,200,5.5714,22.009,1.7173,Nozzle Nichrome Heater-1
3364974,200,4.0616,22.081,1.7173,Nozzle Nichrome Heater-1
3604089,200,5.6337,22.081,1.7173,Nozzle Nichrome Heater-1
3603681,200,4.0064,22.159,1.7173,Nozzle Nichrome Heater-1
3364924,200,5.689,22.159,1.7173,Nozzle Nichrome Heater-1
3364973,200,3.9589,22.241,1.7173,Nozzle Nichrome Heater-1
3604078,200,5.7365,22.241,1.7173,Nozzle Nichrome Heater-1
3603691,200,3.9193,22.328,1.7173,Nozzle Nichrome Heater-1
3364925,200,5.7761,22.328,1.7173,Nozzle Nichrome Heater-1
3364972,200,3.8882,22.418,1.7173,Nozzle Nichrome Heater-1
3604068,200,5.8072,22.418,1.7173,Nozzle Nichrome Heater-1
3603700,200,3.8658,22.51,1.7173,Nozzle Nichrome Heater-1
3364926,200,5.8296,22.51,1.7173,Nozzle Nichrome Heater-1
3364971,200,3.8522,22.604,1.7173,Nozzle Nichrome Heater-1
3604055,200,5.8432,22.604,1.7173,Nozzle Nichrome Heater-1
3603708,200,3.8477,22.699,1.7173,Nozzle Nichrome Heater-1
3364927,200,5.8477,22.699,1.7173,Nozzle Nichrome Heater-1
3364970,200,3.8522,22.794,1.7173,Nozzle Nichrome Heater-1
3604043,200,5.8432,22.794,1.7173,Nozzle Nichrome Heater-1
3603719,200,3.8658,22.889,1.7173,Nozzle Nichrome Heater-1
3372443,200,5.8296,22.889,1.7173,Nozzle Nichrome Heater-1
3364969,200,3.8882,22.981,1.7173,Nozzle Nichrome Heater-1
3549799,200,5.8072,22.981,1.7173,Nozzle Nichrome Heater-1
3603729,200,3.9193,23.071,1.7173,Nozzle Nichrome Heater-1
3372442,200,5.7761,23.071,1.7173,Nozzle Nichrome Heater-1
3364968,200,3.9589,23.158,1.7173,Nozzle Nichrome Heater-1
3549811,200,5.7365,23.158,1.7173,Nozzle Nichrome Heater-1
3603743,200,4.0064,23.24,1.7173,Nozzle Nichrome Heater-1
3372441,200,5.689,23.24,1.7173,Nozzle Nichrome Heater-1
3364967,200,4.0616,23.318,1.7173,Nozzle Nichrome Heater-1
3549825,200,5.6337,23.318,1.7173,Nozzle Nichrome Heater-1
3603751,200,4.124,23.39,1.7173,Nozzle Nichrome Heater-1
3372440,200,5.5714,23.39,1.7173,Nozzle Nichrome Heater-1
3364966,200,4.1928,23.455,1.7173,Nozzle Nichrome Heater-1
3549836,200,5.5026,23.455,1.7173,Nozzle Nichrome Heater-1
3603759,200,4.2676,23.514,1.7173,Nozzle Nichrome Heater-1
3372439,200,5.4278,23.514,1.7173,Nozzle Nichrome Heater-1
3364965,200,4.3477,23.565,1.7173,Nozzle Nichrome Heater-1
3549846,200,5.3477,23.565,1.7173,Nozzle Nichrome Heater-1
3603757,200,4.4323,23.609,1.7173,Nozzle Nichrome Heater-1
3372438,200,5.2631,23.609,1.7173,Nozzle Nichrome Heater-1
3372434,200,4.5206,23.644,1.7173,Nozzle Nichrome Heater-1
3549859,200,5.1748,23.644,1.7173,Nozzle Nichrome Heater-1
3549891,200,4.6119,23.671,1.7173,Nozzle Nichrome Heater-1
3372437,200,5.0835,23.671,1.7173,Nozzle Nichrome Heater-1
3372435,200,4.7054,23.689,1.7173,Nozzle Nichrome Heater-1
3549869,200,4.99,23.689,1.7173,Nozzle Nichrome Heater-1
3549882,200,4.8001,23.698,1.7173,Nozzle Nichrome Heater-1
3372436,200,4.8953,23.698,1.7173,Nozzle Nichrome Heater-1
3604106,200,5.3059,21.811,1.767,Nozzle Nichrome Heater-1
3604096,200,5.3883,21.858,1.767,Nozzle Nichrome Heater-1
3603696,200,3.8488,22.652,1.767,Nozzle Nichrome Heater-1
3603704,200,3.8488,22.747,1.767,Nozzle Nichrome Heater-1
3549834,200,5.3883,23.541,1.767,Nozzle Nichrome Heater-1
3549844,200,5.3059,23.588,1.767,Nozzle Nichrome Heater-1
3604155,200,4.4323,21.79,1.8167,Nozzle Nichrome Heater-1
3604164,200,4.3477,21.833,1.8167,Nozzle Nichrome Heater-1
3366150,200,5.3477,21.833,1.8167,Nozzle Nichrome Heater-1
3603656,200,4.2676,21.885,1.8167,Nozzle Nichrome Heater-1
3604052,200,5.8432,22.604,1.8167,Nozzle Nichrome Heater-1
